air_temperature_2m,black_sky_albedo,black_sky_albedo_avhrr,cee,cer,cfc,cot,cph,cth,ctp,ctt,fapar_tip,gross_primary_productivity,iwp,latent_energy,leaf_area_index,lwp,max_air_temperature_2m,min_air_temperature_2m,net_ecosystem_exchange,net_radiation,par,precipitation,precipitation_era5,sensible_heat,stemp,terrestrial_ecosystem_respiration,white_sky_albedo,white_sky_albedo_avhrr,time
295.03793,0.054296646,0.18030976,0.7546989,18.538256,0.82902443,4.467812,0.37841997,7.9307,435.11395,254.30937,0.1143995,5.6046343,68.60578,9.7507925,0.26696122,33.283966,300.84143,291.39133,-1.0877166,13.838268,107.0,2.4522514,0.4847683,2.9714994,296.81732,4.1059537,0.06194003,0.18831436,2002-09-02
295.14523,0.057462007,0.17093167,0.7596424,19.231615,0.86693704,5.0095806,0.35896868,7.8893213,434.87308,254.86125,0.13833235,5.2137895,84.39287,9.649879,0.30509973,36.54733,300.1148,291.42862,-0.8128447,13.425685,107.12,0.22661015,0.14402775,2.7071917,296.93018,4.092328,0.06477041,0.17707418,2002-09-10
295.00717,0.05911395,0.17526141,0.7596424,19.231615,0.86693704,5.0095806,0.35896868,7.8893213,434.87308,254.86125,0.13703477,5.4236064,84.39287,10.238618,0.31034797,36.54733,300.7342,291.4988,-0.8579994,14.252956,115.015,1.711505,0.32593474,2.9753556,296.93018,4.163333,0.06845401,0.18170896,2002-09-18
294.81738,0.059533186,0.17958106,0.7596424,19.231615,0.86693704,5.0095806,0.35896868,7.8893213,434.87308,254.86125,0.1264804,5.329514,84.39287,9.524554,0.3008352,36.54733,300.42633,290.54413,-0.9205273,13.066576,101.44,2.8998513,0.27169123,2.6318269,296.93018,4.0141606,0.07036056,0.18572654,2002-09-26
295.13074,0.060210083,0.18457994,0.76222724,21.33167,0.8646084,5.2056293,0.36243024,8.376967,414.43436,251.21782,0.1281548,5.5191007,102.1787,10.684512,0.3076668,42.5637,301.14636,290.48932,-0.92742234,14.81565,113.245,2.2119865,0.09126514,3.0071428,295.5032,4.155363,0.0722056,0.19093695,2002-10-04
295.05197,0.0606549,0.19059077,0.7625965,21.631676,0.86427575,5.233636,0.36292475,8.4466305,411.51456,250.69733,0.103741325,5.555735,104.719505,9.839589,0.30322576,43.423172,300.90762,291.36472,-0.9466051,13.511457,108.386665,7.960765,0.20882648,2.7491343,295.29935,4.272135,0.07096093,0.20489018,2002-10-12
294.80637,0.060775496,0.18878038,0.7625965,21.631676,0.86427575,5.233636,0.36292475,8.4466305,411.51456,250.69733,0.06954884,5.291719,104.719505,9.535788,0.09081317,43.423172,299.7672,291.76334,-0.84462476,12.821728,103.61,1.6905322,0.35871416,2.5572593,295.29935,4.2029266,0.06793929,0.20292607,2002-10-20
294.35443,0.06077237,0.18850106,0.7625965,21.631676,0.86427575,5.233636,0.36292475,8.4466305,411.51456,250.69733,0.045215916,4.9108925,104.719505,8.568561,0.05733548,43.423172,299.89084,290.75903,-0.7785652,11.44652,91.77333,4.690631,0.39605713,2.137647,295.29935,4.122748,0.067228116,0.2041956,2002-10-28
294.56934,0.060260918,0.19520904,0.7107933,15.238214,0.73349935,4.8586426,0.6149526,6.0241556,541.26984,266.652,0.06786175,5.2324615,44.129448,8.995914,0.22024067,42.05956,299.79193,290.95676,-0.81640166,11.903246,86.33,2.1459732,0.53594095,2.3508835,295.93842,4.1031585,0.066459425,0.21336259,2002-11-05
294.77768,0.060676415,0.18967135,0.7107933,15.238214,0.73349935,4.8586426,0.6149526,6.0241556,541.26984,266.652,0.10715467,5.5243826,44.129448,9.099333,0.4343455,42.05956,300.5465,289.62476,-0.87006205,12.197894,95.91333,1.9653264,0.20669404,2.6163647,295.93842,4.2891927,0.069846615,0.20226227,2002-11-13
295.1381,0.061572667,0.18435958,0.7107933,15.238214,0.73349935,4.8586426,0.6149526,6.0241556,541.26984,266.652,0.09966171,5.448929,44.129448,8.773042,0.41055006,42.05956,300.79605,291.35635,-0.91294265,11.939905,91.965,3.2028692,0.23719694,2.5341842,295.93842,4.1540785,0.07388992,0.1969705,2002-11-21
295.8016,0.060648542,0.17586602,0.721715,15.106785,0.7046931,6.006556,0.6125797,6.038904,542.019,266.6253,0.13708526,5.3742423,110.15424,9.417596,0.55498886,45.81218,301.13168,291.53946,-0.89713645,12.446316,99.18667,0.027865484,0.1878331,2.758256,296.03793,4.2054553,0.07444402,0.18598539,2002-11-29
295.38498,0.05926668,0.17265382,0.75447994,14.712499,0.61827445,9.45029,0.605461,6.08315,544.2663,266.54526,0.14828992,5.21298,308.22824,8.9653845,0.592709,57.07002,300.10214,290.80206,-0.8619967,11.884854,94.16,0.55430305,0.087151416,2.5414693,296.33643,4.135797,0.07062726,0.18125038,2002-12-07
294.85516,0.057949275,0.16778432,0.75447994,14.712499,0.61827445,9.45029,0.605461,6.08315,544.2663,266.54526,0.12961015,4.616397,308.22824,7.8738875,0.42228267,57.07002,299.77106,290.44977,-0.6647155,10.639311,80.08,1.1367364,0.06841607,2.1516807,296.33643,3.944441,0.068892434,0.17280625,2002-12-15
295.2793,0.0578671,0.16486101,0.75447994,14.712499,0.61827445,9.45029,0.605461,6.08315,544.2663,266.54526,0.10595693,5.1841125,308.22824,9.030805,0.310205,57.07002,300.3032,290.76486,-0.86080253,12.318588,98.425,0.03650062,0.09278801,2.8251808,296.33643,4.0605617,0.06838425,0.16902974,2002-12-23
295.38126,0.058903694,0.1610856,0.75447994,14.712499,0.61827445,9.45029,0.605461,6.08315,544.2663,266.54526,0.108648285,4.902729,308.22824,9.159176,0.2576575,57.07002,300.50177,290.90683,-0.8174798,12.336788,98.97,0.027715681,0.02698937,2.7166529,296.33643,3.9063845,0.068197854,0.16438365,2002-12-31
295.45135,0.059279934,0.15511912,0.7336862,8.980402,0.4896378,7.3075376,0.8899614,4.053214,656.14197,279.06177,0.12130661,4.996526,8.549999,9.631187,0.23801993,40.141907,300.64478,291.3461,-0.75540525,12.917706,106.71429,2.5390963e-13,0.0373316,3.039507,295.16138,3.9855962,0.06848778,0.15825555,2003-01-05
295.56732,0.06001843,0.15107614,0.7336862,8.980402,0.4896378,7.3075376,0.8899614,4.053214,656.14197,279.06177,0.11040495,4.8366656,8.549999,9.674112,0.13758786,40.141907,300.97824,290.68112,-0.6448822,12.870662,103.365715,0.3926124,0.016950697,2.950296,295.16138,3.8782744,0.06876477,0.15440556,2003-01-13
294.93478,0.06038416,0.15375681,0.7336862,8.980402,0.4896378,7.3075376,0.8899614,4.053214,656.14197,279.06177,0.11341533,4.5841055,8.549999,9.329578,0.20992795,40.141907,301.06598,290.38385,-0.6061167,12.431057,88.72,0.018321548,0.1013449,2.6362088,295.16138,3.8065617,0.06814845,0.15801284,2003-01-21
295.37952,0.05915803,0.15145083,0.74060625,9.217961,0.50579584,7.3525176,0.86829585,4.213816,647.1264,278.0508,0.15625279,4.6775684,13.746487,9.647911,0.41338772,40.97639,301.21133,291.11984,-0.6628041,12.796017,95.137146,0.26614332,0.030757952,2.7440238,295.2428,3.816442,0.06763921,0.15472637,2003-01-29
295.97485,0.059287705,0.14697258,0.78904665,10.8808775,0.61890215,7.667378,0.71663696,5.338029,584.01746,270.97415,0.18952845,5.135973,50.12184,9.875039,0.45684376,46.817776,302.205,291.47397,-0.77522385,13.403217,106.07429,0.043941185,0.074976005,2.9665308,295.81274,4.0214586,0.06863212,0.14739212,2003-02-06
295.78485,0.060474698,0.1438693,0.78904665,10.8808775,0.61890215,7.667378,0.71663696,5.338029,584.01746,270.97415,0.23529883,5.2578354,50.12184,9.830901,0.528608,46.817776,301.1972,291.42673,-0.88428557,12.992065,99.97714,8.618807,0.08053406,2.7437484,295.81274,4.09501,0.07069533,0.1428465,2003-02-14
295.57907,0.060057182,0.13736786,0.78904665,10.8808775,0.61890215,7.667378,0.71663696,5.338029,584.01746,270.97415,0.32843378,5.2065105,50.12184,9.496807,0.72776514,46.817776,301.35077,291.50375,-0.87854314,12.574379,84.84857,9.620872,0.04838888,2.5610185,295.81274,4.025253,0.073535755,0.12652831,2003-02-22
295.67957,0.057436258,0.13123983,0.80209416,14.403819,0.641603,8.282277,0.68013597,5.922566,548.7597,267.4048,0.4629918,5.316449,89.11573,9.80951,1.2603468,53.85139,302.03543,291.28915,-0.8604604,13.204541,104.58857,5.651406,0.074274965,2.7786171,295.70935,4.054161,0.080196604,0.1021658,2003-03-02
296.60782,0.058869787,0.13117579,0.80992264,16.517576,0.6552235,8.651215,0.6582355,6.273287,527.6051,265.26318,0.5086215,5.6059647,112.51198,10.081042,1.4689252,58.07154,302.51553,290.5893,-0.9370359,14.100617,104.02857,0.5059496,0.019754428,2.9666471,295.64734,4.2174234,0.082452826,0.09532335,2003-03-10
295.4601,0.060844522,0.13676852,0.80992264,16.517576,0.6552235,8.651215,0.6582355,6.273287,527.6051,265.26318,0.42320022,4.997126,112.51198,8.65184,1.2382567,58.07154,300.38306,291.22293,-0.7992836,11.805505,81.16572,18.677464,0.046107884,2.2004917,295.64734,4.0636287,0.08125375,0.10963678,2003-03-18
294.83795,0.06300485,0.14251772,0.80992264,16.517576,0.6552235,8.651215,0.6582355,6.273287,527.6051,265.26318,0.3500739,4.9341164,112.51198,8.441868,1.017122,58.07154,300.29633,291.03604,-0.75310147,11.63643,68.96571,9.123672,0.09910688,2.0593574,295.64734,4.056817,0.07934476,0.1253979,2003-03-26
295.56784,0.064248644,0.1386795,0.79785734,17.990341,0.8074757,8.667392,0.533133,6.807744,498.04504,262.13553,0.40281048,5.413282,238.48347,9.820104,1.466818,46.9018,300.96185,291.08777,-0.82256895,13.557696,97.98286,1.4616332,0.2028353,2.5164347,296.23254,4.2078204,0.07578904,0.13207996,2003-04-03
295.54022,0.062892295,0.14496672,0.7938356,18.48126,0.8582261,8.672784,0.49143234,6.9858956,488.19174,261.093,0.33954895,5.2190676,280.47372,8.992292,1.5273044,43.17857,302.18222,291.6788,-0.77974516,12.675748,91.26857,2.4704278,0.10532871,2.2621796,296.4276,4.1046515,0.069494806,0.15235484,2003-04-11
295.14877,0.060541213,0.1546449,0.7938356,18.48126,0.8582261,8.672784,0.49143234,6.9858956,488.19174,261.093,0.27233282,4.959137,280.47372,8.9366865,1.1422554,43.17857,300.52365,290.9756,-0.8676392,12.282849,92.81143,4.48074,0.1710799,2.0727918,296.4276,3.8142698,0.06397498,0.16326933,2003-04-19
295.3622,0.058132097,0.18093178,0.7938356,18.48126,0.8582261,8.672784,0.49143234,6.9858956,488.19174,261.093,0.24322848,5.6972327,280.47372,9.609463,0.9079023,43.17857,300.83417,291.7573,-0.97210085,13.342352,114.37143,5.5779195,0.22997043,2.4191313,296.4276,4.2520995,0.059108973,0.1943199,2003-04-27
295.97714,0.057179287,0.19363758,0.75650805,16.811014,0.87729037,4.5144477,0.38637495,8.02937,433.8413,254.34286,0.14743768,6.349135,49.390194,10.57357,0.48021626,41.345486,300.94473,292.11243,-1.3442252,14.517823,110.97714,1.1511223,0.17816713,2.8398225,296.5173,4.4058003,0.060940582,0.20353128,2003-05-05
295.5505,0.054664113,0.20062102,0.75650805,16.811014,0.87729037,4.5144477,0.38637495,8.02937,433.8413,254.34286,0.09347311,5.329117,49.390194,9.619494,0.38374013,41.345486,300.23386,292.07617,-1.0217116,13.273912,99.385,1.2961392,0.27406806,2.5451624,296.5173,3.8387246,0.06425927,0.21348539,2003-05-13
295.57358,0.05516602,0.20106238,0.75650805,16.811014,0.87729037,4.5144477,0.38637495,8.02937,433.8413,254.34286,0.06426361,5.888698,49.390194,9.908233,0.21504463,41.345486,301.46503,291.8318,-0.99723643,13.314689,107.2,12.985509,0.2390479,2.5379457,296.5173,4.402104,0.068794824,0.21646786,2003-05-21
295.43433,0.056875195,0.19548014,0.7589591,17.059408,0.877598,4.63837,0.37936217,8.044844,432.6438,254.15883,0.05986529,5.7715454,53.71998,9.704548,0.21154974,41.5473,300.50204,292.13907,-0.9696251,13.293965,106.200714,1.7807132,0.31106675,2.5982115,296.48276,4.359589,0.07018035,0.20909512,2003-05-29
294.79422,0.058297463,0.17891988,0.77611667,18.798166,0.8797511,5.5058246,0.3302727,8.153156,424.26114,252.87057,0.051806882,5.7904377,84.02843,9.245757,0.10118099,42.959984,300.12054,291.27655,-0.9671988,12.673971,106.89714,1.2901179,0.1855276,2.5475616,296.241,4.390297,0.06925015,0.18913521,2003-06-06
294.59186,0.057081193,0.16729508,0.77611667,18.798166,0.8797511,5.5058246,0.3302727,8.153156,424.26114,252.87057,0.06029209,5.9749093,84.02843,9.825757,0.07746981,42.959984,299.5653,291.2853,-1.1218257,13.197309,104.43429,3.9847302,0.43954557,2.541297,296.241,4.31087,0.06949145,0.17695715,2003-06-14
294.50247,0.055454824,0.1529399,0.77611667,18.798166,0.8797511,5.5058246,0.3302727,8.153156,424.26114,252.87057,0.10689279,5.852835,84.02843,9.300116,0.14232932,42.959984,299.683,291.05255,-1.0190291,12.885713,104.13143,3.806708,0.2831156,2.5205405,296.241,4.4122496,0.070714764,0.15953174,2003-06-22
294.74493,0.05384172,0.14575055,0.77472854,19.148363,0.8691524,6.7085752,0.3621315,7.929577,433.5082,254.41624,0.13451223,5.7994127,141.99414,9.490954,0.18175003,51.98583,299.96872,290.8323,-0.9960392,13.086228,106.98857,2.291943,0.17232409,2.5065813,296.3258,4.369752,0.07093182,0.15049568,2003-06-30
294.4534,0.05068296,0.14517154,0.772415,19.732021,0.85148805,8.713155,0.41522938,7.5569453,448.91995,256.99234,0.11847346,5.353549,238.60344,8.472652,0.16070575,67.02887,299.39185,290.96436,-0.93041825,11.705417,90.72,2.9735062,0.45417368,2.1411676,296.46713,4.258718,0.06920013,0.14929731,2003-07-08
294.58826,0.049370952,0.14289294,0.772415,19.732021,0.85148805,8.713155,0.41522938,7.5569453,448.91995,256.99234,0.12452508,5.5258236,238.60344,9.910122,0.16704375,67.02887,299.6586,290.44308,-0.98016447,13.485352,102.50857,6.090181,0.19297713,2.621388,296.46713,4.152272,0.06769356,0.14651607,2003-07-16
295.14206,0.049716428,0.14609009,0.772415,19.732021,0.85148805,8.713155,0.41522938,7.5569453,448.91995,256.99234,0.11864939,5.246807,238.60344,8.911456,0.1620488,67.02887,300.09326,291.642,-0.8108131,12.101005,89.02286,5.7089963,0.24959983,2.2788372,296.46713,4.071412,0.06492556,0.15066709,2003-07-24
294.88098,0.04960888,0.15434952,0.74815625,19.418516,0.84783924,5.8701744,0.40422186,7.862437,435.25342,254.87651,0.10420389,5.602319,145.35353,9.89222,0.13453807,43.724003,299.60684,291.26556,-0.93892944,13.432236,104.06286,6.2472615,0.39514676,2.6341033,296.49765,4.1992035,0.062800884,0.16074164,2003-08-01
295.16415,0.047745448,0.1663741,0.72389764,19.105013,0.8441904,3.0272026,0.39321437,8.167928,421.58694,252.76068,0.10737043,6.007632,52.103897,10.776758,0.136308,20.419207,300.18658,290.97638,-1.1624435,14.779364,111.56571,0.88980466,0.22411872,3.149741,296.52817,4.367761,0.06001122,0.17275745,2003-08-09
295.0517,0.046040095,0.18038958,0.72389764,19.105013,0.8441904,3.0272026,0.39321437,8.167928,421.58694,252.76068,0.09288682,5.6818705,52.103897,10.782845,0.117969185,20.419207,300.90527,291.12268,-1.1715028,14.526023,120.01143,1.9254928,0.1504763,2.9562395,296.52817,4.1229725,0.057394113,0.19035488,2003-08-17
295.02075,0.047796164,0.18339245,0.72389764,19.105013,0.8441904,3.0272026,0.39321437,8.167928,421.58694,252.76068,0.09325293,5.8031654,52.103897,10.79702,0.11959389,20.419207,300.22528,291.3478,-1.1999232,14.783214,113.38857,10.318336,0.21578829,3.1971004,296.52817,4.197137,0.05741142,0.19517143,2003-08-25
294.98672,0.049387023,0.17962943,0.762074,18.446337,0.8541361,4.36842,0.42412883,7.6696806,446.52853,256.171,0.08981286,5.566562,80.64361,10.086514,0.119796485,31.027567,299.91248,290.59317,-1.0069801,13.935114,96.137146,2.8277395,0.13154523,2.888468,296.1335,4.190731,0.058937542,0.18976156,2003-09-02
294.80716,0.051451378,0.18220252,0.7849797,18.051132,0.8601035,5.173147,0.4426774,7.3707333,461.49344,258.21716,0.07997564,5.622988,97.76737,10.294399,0.1020445,37.39256,299.62903,291.37045,-1.0132507,14.021707,104.68,5.651467,0.21328303,2.781273,295.89673,4.1040754,0.0638962,0.19098885,2003-09-10
294.95966,0.05457012,0.1799789,0.7849797,18.051132,0.8601035,5.173147,0.4426774,7.3707333,461.49344,258.21716,0.0828766,5.0941854,97.76737,9.655347,0.10477033,37.39256,299.8256,291.12347,-0.6871988,13.054463,98.93714,8.199054,0.15958008,2.419077,295.89673,4.0557327,0.06939028,0.18829119,2003-09-18
294.5786,0.057383865,0.17752612,0.7849797,18.051132,0.8601035,5.173147,0.4426774,7.3707333,461.49344,258.21716,0.08204479,5.133702,97.76737,9.713056,0.1093346,37.39256,300.00513,291.05365,-0.6908928,13.290324,96.41143,2.5447843,0.4255988,2.50757,295.89673,4.057031,0.07192299,0.18652959,2003-09-26
294.787,0.05972331,0.1779012,0.82902664,22.111925,0.9479468,7.420426,0.31338876,8.437275,406.77112,251.48834,0.09078882,5.14162,194.04524,8.939104,0.13138479,49.34576,299.91562,291.21774,-0.79576147,12.496615,96.365715,3.4294562,0.2761424,2.3905122,295.1917,4.0595393,0.07292747,0.18681414,2003-10-04
294.5316,0.06133934,0.17815313,0.835319,22.692032,0.96049565,7.741462,0.29491916,8.589637,398.95374,250.5271,0.13727045,4.8794746,207.79906,8.441651,0.31080753,51.05334,299.8481,290.75928,-0.625438,11.376085,94.57143,5.659643,0.14643638,2.13111,295.091,4.1645346,0.07444809,0.18703918,2003-10-12
294.85297,0.05742524,0.17422867,0.835319,22.692032,0.96049565,7.741462,0.29491916,8.589637,398.95374,250.5271,0.20288023,5.2347865,207.79906,8.791387,0.5483202,51.05334,300.7402,291.43796,-0.80385965,11.81568,87.56571,19.442951,0.132358,2.2261665,295.091,4.1470003,0.0706089,0.18599518,2003-10-20
294.9039,0.05908699,0.17287742,0.835319,22.692032,0.96049565,7.741462,0.29491916,8.589637,398.95374,250.5271,0.2442433,5.141471,207.79906,8.357484,0.80252916,51.05334,299.4382,291.08875,-0.84364,11.453,92.262856,0.88009053,0.3093306,2.0902038,295.091,4.1933026,0.07019098,0.19373429,2003-10-28
294.68896,0.06018233,0.18058972,0.79912573,22.154793,0.8652112,5.995607,0.40654087,7.9107122,435.21057,254.78502,0.1996511,5.262002,121.74996,8.91713,0.7569347,41.94001,300.94962,291.1649,-0.86596733,11.893764,92.72,4.8985415,0.13196707,2.1994584,294.9116,4.0492754,0.069153175,0.19989415,2003-11-05
295.1583,0.058095638,0.18244237,0.79912573,22.154793,0.8652112,5.995607,0.40654087,7.9107122,435.21057,254.78502,0.15400049,5.183601,121.74996,9.002611,0.5497898,41.94001,300.21945,291.5267,-0.8685535,11.744623,90.45143,0.54651004,0.33159128,2.0942101,294.9116,4.0215545,0.06670407,0.19971369,2003-11-13
294.9067,0.05491032,0.16023517,0.79912573,22.154793,0.8652112,5.995607,0.40654087,7.9107122,435.21057,254.78502,0.20919022,5.2705207,121.74996,8.875433,0.7513436,41.94001,300.38385,291.10287,-0.9071342,11.460915,88.905,1.9480771,0.25513524,2.1093445,294.9116,4.101264,0.06492742,0.16704415,2003-11-21
295.10245,0.053300917,0.15247765,0.79001004,22.448677,0.83972245,6.4484725,0.43053624,7.6730638,449.1672,256.2734,0.21069063,5.1852837,153.36244,8.526597,0.54419297,45.28973,300.81747,290.9629,-0.91033703,11.065791,91.862854,2.21624,0.24409196,2.0615168,294.9102,4.025319,0.06471288,0.15904118,2003-11-29
294.9443,0.052693028,0.14876144,0.7626629,23.33033,0.7632563,7.807067,0.5025222,6.9601192,491.03702,260.73856,0.22572498,5.549434,248.19969,8.428216,0.55431783,55.338863,300.45343,290.80026,-0.97754097,11.108076,86.06143,9.182865,0.107612506,2.1698704,294.90604,4.2478456,0.065206595,0.1531125,2003-12-07
295.0163,0.051705018,0.14690772,0.7626629,23.33033,0.7632563,7.807067,0.5025222,6.9601192,491.03702,260.73856,0.2226077,5.3033767,248.19969,8.52747,0.54578537,55.338863,299.95175,290.87866,-0.88907737,11.121441,90.79429,1.0795398,0.2208052,2.235475,294.90604,4.1753616,0.06516222,0.1502945,2003-12-15
295.08704,0.05140816,0.14615752,0.7626629,23.33033,0.7632563,7.807067,0.5025222,6.9601192,491.03702,260.73856,0.1876526,5.558396,248.19969,8.568746,0.38736182,55.338863,299.62714,290.37418,-1.0142009,11.147995,90.29429,1.4956647,0.08409158,2.1913629,294.90604,4.244385,0.064829014,0.14879708,2003-12-23
293.93387,0.051615465,0.14508072,0.7626629,23.33033,0.7632563,7.807067,0.5025222,6.9601192,491.03702,260.73856,0.19569114,5.897383,248.19969,9.406627,0.38592172,55.338863,298.02917,289.98218,-1.1538923,11.974642,92.23,6.9170294,0.039409056,2.3908203,294.90604,4.271443,0.064622425,0.14668643,2003-12-31
294.80804,0.052367337,0.1376489,0.80661505,14.420013,0.6219776,9.889042,0.7167091,5.622677,556.1192,269.82108,0.2132909,5.941873,122.47241,9.764555,0.2963449,79.44535,300.6501,290.42102,-1.1762283,12.512107,100.05143,1.0101838,0.08998048,2.4224513,294.43332,4.2481666,0.06501782,0.13918087,2004-01-05
294.77975,0.054085728,0.124618925,0.80661505,14.420013,0.6219776,9.889042,0.7167091,5.622677,556.1192,269.82108,0.27574298,4.863373,122.47241,8.126699,0.4094349,79.44535,299.33923,291.01355,-0.7421759,10.668278,81.89714,0.09745605,0.06849204,2.0264354,294.43332,4.031411,0.06693036,0.12603962,2004-01-13
293.9494,0.05320516,0.11983042,0.80661505,14.420013,0.6219776,9.889042,0.7167091,5.622677,556.1192,269.82108,0.3260032,4.971121,122.47241,8.964188,0.6414682,79.44535,298.91666,289.99854,-0.87077695,11.301972,92.18285,4.0322003,0.17396516,2.0652137,294.43332,3.9711726,0.06759538,0.11934405,2004-01-21
294.236,0.052486006,0.11436782,0.8043254,13.685513,0.5975663,9.922362,0.7400421,5.415246,569.3689,271.0177,0.41465443,5.8091063,111.446304,10.755873,0.9510761,76.98234,299.30066,290.07535,-1.2113867,14.154727,116.8,0.042428944,0.076368675,3.031636,294.50604,4.1558313,0.067595355,0.10848484,2004-01-29
294.50623,0.05177485,0.110876895,0.78829765,8.544017,0.42668742,10.155605,0.9033731,3.963233,662.1167,279.39395,0.50899166,5.488216,34.263706,10.521877,1.4705645,59.741257,300.6728,287.93054,-0.98126686,13.9121065,128.38857,0.017265135,0.02638057,3.0742888,295.015,4.0981903,0.06679633,0.09998232,2004-02-06
295.2125,0.053009506,0.11994925,0.78829765,8.544017,0.42668742,10.155605,0.9033731,3.963233,662.1167,279.39395,0.4879309,5.5405273,34.263706,10.346898,1.4520663,59.741257,301.22574,289.49643,-0.95947385,14.011036,108.211426,0.023264652,0.079541475,3.0436637,295.015,4.1836004,0.068819694,0.110149,2004-02-14
294.8428,0.05392661,0.13246198,0.78829765,8.544017,0.42668742,10.155605,0.9033731,3.963233,662.1167,279.39395,0.39701986,5.126311,34.263706,9.224427,1.0658543,59.741257,300.7209,290.41113,-0.86147684,12.486519,89.59,2.1637008,0.043545138,2.5695229,295.015,4.0606804,0.07154831,0.1247834,2004-02-22
295.3215,0.054643217,0.15096003,0.7778507,9.770239,0.56762403,9.002531,0.7675661,5.0656986,597.0777,272.92346,0.26970592,4.923078,46.13462,9.705853,0.7922031,53.486633,301.27274,291.10522,-0.8292453,12.9521265,91.38286,1.9334972,0.15990552,2.5473936,296.06818,3.9280274,0.078665674,0.14638133,2004-03-01
295.34824,0.05610605,0.1864017,0.7674038,10.996458,0.7085602,7.849459,0.63175946,6.168161,532.0389,266.453,0.12259456,5.310258,58.0055,9.707872,0.4708049,47.232025,301.6711,290.84964,-0.96466166,13.159076,105.211426,0.30580705,0.07027835,2.6239731,297.12134,4.0105743,0.08463841,0.19082405,2004-03-09
296.0188,0.05866167,0.20662297,0.7674038,10.996458,0.7085602,7.849459,0.63175946,6.168161,532.0389,266.453,0.045438413,5.5153346,58.0055,10.285601,0.19074698,47.232025,302.2294,290.9902,-0.8998953,14.08168,113.08,0.050266303,0.041022073,2.735379,297.12134,4.180682,0.08840636,0.2181574,2004-03-17
295.84885,0.059966855,0.21292631,0.7674038,10.996458,0.7085602,7.849459,0.63175946,6.168161,532.0389,266.453,0.06758863,5.00485,58.0055,9.090276,0.29442534,47.232025,300.7434,291.0016,-0.9071447,12.374622,92.53714,5.384453,0.040824894,2.186351,297.12134,3.9638093,0.08168235,0.22615996,2004-03-25
295.08246,0.05996933,0.2139773,0.815015,20.16664,0.8174289,9.606718,0.4678628,7.256313,469.95645,259.5924,0.07982628,4.803406,174.9376,8.306235,0.37847802,75.72498,300.21237,290.6119,-0.71600705,11.425466,82.77143,0.67546123,0.13650616,1.998103,295.6828,4.0796957,0.06903337,0.22952946,2004-04-02
295.88593,0.058176722,0.20082042,0.8435816,25.668726,0.8827498,10.661069,0.36952522,7.909201,432.70712,255.47609,0.078981,5.6169853,245.09659,9.133792,0.358431,92.820694,300.3599,291.7183,-0.9127581,13.081259,100.28571,1.2524585,0.11902344,2.5533478,294.8197,4.335836,0.06947593,0.21529613,2004-04-10
294.8562,0.056341372,0.1864052,0.8435816,25.668726,0.8827498,10.661069,0.36952522,7.909201,432.70712,255.47609,0.11090936,4.873666,245.09659,7.769275,0.40607035,92.820694,298.9784,291.57834,-0.80583614,10.753142,78.44572,9.348144,0.24494351,1.8475684,294.8197,3.9974954,0.06973792,0.197889,2004-04-18
294.87134,0.054933995,0.18940522,0.8435816,25.668726,0.8827498,10.661069,0.36952522,7.909201,432.70712,255.47609,0.18609613,5.5926204,245.09659,8.988941,0.6805468,92.820694,299.9558,290.0589,-0.9820619,12.635333,99.69143,5.8424044,0.23933068,2.2853131,294.8197,4.3065453,0.06892133,0.19623305,2004-04-26
295.91663,0.057244603,0.19701703,0.804678,20.301943,0.9293959,6.9734936,0.3410579,8.324443,426.13812,252.09744,0.18210791,5.666953,159.78267,9.385387,0.67920184,47.491997,300.29242,292.5647,-0.9719542,12.94504,103.87428,5.1943054,0.29007235,2.344408,295.89496,4.32696,0.07168807,0.20147425,2004-05-04
296.38226,0.05977603,0.21722119,0.7991204,19.535269,0.93605953,6.4467034,0.3369912,8.383762,425.1997,251.61479,0.15616225,5.918971,147.59511,9.430057,0.5492768,41.016544,300.12787,293.20807,-1.0262107,12.960393,104.49143,0.9886653,0.23830056,2.417453,296.04855,4.382638,0.073749244,0.22228003,2004-05-12
295.0155,0.06039283,0.19818299,0.7991204,19.535269,0.93605953,6.4467034,0.3369912,8.383762,425.1997,251.61479,0.1520669,5.6644197,147.59511,9.346141,0.5487766,41.016544,299.70615,291.4142,-0.94893205,12.576453,96.582855,21.535309,0.27418265,2.2631955,296.04855,4.277974,0.07371314,0.20351951,2004-05-20
294.96277,0.0583806,0.164198,0.7991204,19.535269,0.93605953,6.4467034,0.3369912,8.383762,425.1997,251.61479,0.13324599,5.9714723,147.59511,9.421971,0.42351502,41.016544,298.5488,292.01367,-1.0196487,12.685305,97.6,5.257833,0.35646236,2.3472426,296.04855,4.3486433,0.070334464,0.17495297,2004-05-28
294.86386,0.057392135,0.15866014,0.7482622,18.833641,0.78978896,3.7793863,0.32124582,8.451105,412.02222,250.53665,0.09511347,5.9613333,68.06295,9.439075,0.27157778,24.578573,299.06253,291.62363,-1.0802352,12.616729,97.057144,2.9467547,0.24961045,2.3067577,295.87903,4.252075,0.06749484,0.17309733,2004-06-05
